lsid	reff_orn	point_orn	dx	dy
202	1	1	7429	54112
202	1	2	12345	54112
202	1	3	17259	54112
202	1	4	22174	54112
202	1	5	27091	54112
202	1	6	-1	-1
202	1	7	36920	54112
202	1	8	41835	54112
202	1	9	41835	49198
202	1	10	36921	49198
202	1	11	32005	49198
202	1	12	27092	49198
202	1	13	22175	49198
202	1	14	17260	49198
202	1	15	12345	49198
202	1	16	7429	-1
202	1	17	7429	44279
202	1	18	12344	44279
202	1	19	17259	44279
202	1	20	22174	44279
202	1	21	27091	44279
202	1	22	9427616	-1
202	1	23	36920	44279
202	1	24	41835	44279
202	1	25	-2	-1
202	1	26	36921	39368
202	1	27	32005	39368
202	1	28	39368	-1
202	1	29	22175	39368
202	1	30	17260	39368
202	1	31	12345	-1
202	1	32	7429	39368
202	1	33	7429	34450
202	1	34	12344	-1
202	1	35	17259	34450
202	1	36	22174	34450
202	1	37	27091	34450
202	1	38	-1	-1
202	1	39	36920	34450
202	1	40	41835	34450
202	1	41	41835	29537
202	1	42	36921	-1
202	1	43	32005	29537
202	1	44	27092	29537
202	1	45	27092	29537
202	1	46	22175	29537
202	1	47	17260	29537
202	1	48	-1	6368747
202	1	49	12345	24622
202	1	50	17259	24622
202	1	51	22174	24622
202	1	52	27091	24622
202	1	53	32004	24622
202	1	54	36920	-1
202	1	55	-1	24622
202	1	56	46750	24622
202	1	57	46750	19704
202	1	58	41836	19704
202	1	59	36921	19704
202	1	60	32005	-1
202	1	61	27092	19704
202	1	62	22175	19704
202	1	63	17260	19704
202	1	64	-2	-1
