lsid	reff_orn	point_orn	dx	dy
136	1	1	7429	54134
136	1	2	12344	54134
136	1	3	17259	54134
136	1	4	22174	54134
136	1	5	27091	54134
136	1	6	32004	54134
136	1	7	36920	54134
136	1	8	-1	54134
136	1	9	41835	49219
136	1	10	36921	49219
136	1	11	32005	49219
136	1	12	27092	49219
136	1	13	22175	-1
136	1	14	-1	49219
136	1	15	-2	-1
136	1	16	7429	49219
136	1	17	7429	44301
136	1	18	12344	44301
136	1	19	-1	-1
136	1	20	17259	44301
136	1	21	-2	-1
136	1	22	27091	44301
136	1	23	32004	44301
136	1	24	36920	44301
136	1	25	-2	-1
136	1	26	32005	39389
136	1	27	27092	39389
136	1	28	22175	39389
136	1	29	4418763	39389
136	1	30	12345	-1
136	1	31	-1	39389
136	1	32	2516	39389
136	1	33	2516	34471
136	1	34	-1	-1
136	1	35	3731425	34471
136	1	36	-1	34471
136	1	37	22174	34471
136	1	38	27091	34471
136	1	39	13866494	34471
136	1	40	32004	34471
136	1	41	32004	29558
136	1	42	-1	-2
136	1	43	27092	29558
136	1	44	22175	29558
136	1	45	22175	29558
136	1	46	17260	29558
136	1	47	12345	29558
136	1	48	-2	-1
136	1	49	7429	24643
136	1	50	12344	24643
136	1	51	12344	-2
136	1	52	17259	24643
136	1	53	22174	24643
136	1	54	22174	24643
136	1	55	27091	24643
136	1	56	32004	24643
136	1	57	32004	19725
136	1	58	27092	19725
136	1	59	10454523	19725
136	1	60	-1	1292713382
136	1	61	12345	19725
136	1	62	7429	19725
136	1	63	2516	19725
136	1	64	-2	-1
