lsid	reff_orn	point_orn	dx	dy
159	1	1	7349	54121
159	1	2	-1	54121
159	1	3	17180	54121
159	1	4	22094	-1
159	1	5	27012	54121
159	1	6	31925	54121
159	1	7	31925	54121
159	1	8	36841	54121
159	1	9	36841	49207
159	1	10	31926	49207
159	1	11	31926	49207
159	1	12	31926	49207
159	1	13	27013	-1
159	1	14	22095	49207
159	1	15	17181	49207
159	1	16	12266	-1
159	1	17	12266	44368
159	1	18	-1	44368
159	1	19	22094	44368
159	1	20	-2	-1
159	1	21	31925	44368
159	1	22	36841	44368
159	1	23	41756	44368
159	1	24	46670	44368
159	1	25	-2	-1
159	1	26	41756	39456
159	1	27	36842	39456
159	1	28	31926	39456
159	1	29	27013	39456
159	1	30	22095	39456
159	1	31	39456	-1
159	1	32	-2	-1
159	1	33	12266	34618
159	1	34	17180	34618
159	1	35	22094	34618
159	1	36	27012	34618
159	1	37	-1	-1
159	1	38	36841	34618
159	1	39	41756	34618
159	1	40	46670	34618
159	1	41	46670	29703
159	1	42	41757	29703
159	1	43	36842	-1
159	1	44	31926	29703
159	1	45	27013	29703
159	1	46	22095	29703
159	1	47	17181	29703
159	1	48	12266	29703
159	1	49	12266	-1
159	1	50	17180	24790
159	1	51	22094	24790
159	1	52	27013	24790
159	1	53	31925	24790
159	1	54	-1	14049453
159	1	55	41756	24790
159	1	56	46670	24790
159	1	57	-1	6346336
159	1	58	24790	41756
159	1	59	-1	24790
159	1	60	31926	24790
159	1	61	31926	24790
159	1	62	27013	24790
159	1	63	22095	-1
159	1	64	17181	24790
