lsid	reff_orn	point_orn	dx	dy
219	1	1	7429	54051
219	1	2	12345	54051
219	1	3	17259	54051
219	1	4	22174	54051
219	1	5	27091	54051
219	1	6	32004	-1
219	1	7	36920	54051
219	1	8	41835	54051
219	1	9	41835	49136
219	1	10	-1	-1
219	1	11	32005	49136
219	1	12	27092	49136
219	1	13	22175	49136
219	1	14	17260	49136
219	1	15	-2	-1
219	1	16	7429	49136
219	1	17	7429	44218
219	1	18	-1	-2
219	1	19	17259	44218
219	1	20	22174	44218
219	1	21	27091	44218
219	1	22	32004	-1
219	1	23	36920	44218
219	1	24	41835	44218
219	1	25	-1	39307
219	1	26	36921	39307
219	1	27	32005	39307
219	1	28	-1	39307
219	1	29	22175	39307
219	1	30	17260	39307
219	1	31	12345	-1
219	1	32	7429	39307
219	1	33	7430	34389
219	1	34	-1	34389
219	1	35	17259	34389
219	1	36	22174	34389
219	1	37	22174	34389
219	1	38	-1	-2
219	1	39	32004	34389
219	1	40	36920	34389
219	1	41	36920	34389
219	1	42	-2	-1
219	1	43	27092	34389
219	1	44	22175	34389
219	1	45	17260	34389
219	1	46	-1	5598060
219	1	47	7429	34389
219	1	48	2516	34389
219	1	49	2516	29476
219	1	50	7428	29476
219	1	51	0	-2
219	1	52	17259	29476
219	1	53	22174	29476
219	1	54	27091	29476
219	1	55	32004	29476
219	1	56	36920	29476
219	1	57	36920	-1
219	1	58	32005	24560
219	1	59	27092	24560
219	1	60	22175	24560
219	1	61	17260	24560
219	1	62	12345	24560
219	1	63	7430	-2
219	1	64	2516	24560
