lsid	reff_orn	point_orn	dx	dy
172	1	1	-1	54112
172	1	2	12345	54112
172	1	3	4418442	54112
172	1	4	22174	54112
172	1	5	27091	54112
172	1	6	32004	54112
172	1	7	36920	-2
172	1	8	41835	54112
172	1	9	41835	49198
172	1	10	36921	36921
172	1	11	32005	49198
172	1	12	27092	49198
172	1	13	22175	-1
172	1	14	17260	49198
172	1	15	12345	49198
172	1	16	7429	-2
172	1	17	7429	44279
172	1	18	12345	44279
172	1	19	17259	44279
172	1	20	22174	44279
172	1	21	-1	44279
172	1	22	32004	44279
172	1	23	36921	44279
172	1	24	41835	44279
172	1	25	41835	39368
172	1	26	36921	-1
172	1	27	32005	39368
172	1	28	27092	39368
172	1	29	22175	39368
172	1	30	17260	39368
172	1	31	12345	39368
172	1	32	7429	39368
172	1	33	7429	-1
172	1	34	12345	34450
172	1	35	17259	34450
172	1	36	22174	34450
172	1	37	27091	34450
172	1	38	32004	-2
172	1	39	36921	34450
172	1	40	41835	34450
172	1	41	41835	41835
172	1	42	36921	29537
172	1	43	32005	29537
172	1	44	-1	-1
172	1	45	22175	29537
172	1	46	17260	29537
172	1	47	12345	29537
172	1	48	7429	29537
172	1	49	7429	24622
172	1	50	-2	-1
172	1	51	17259	24622
172	1	52	22174	24622
172	1	53	27091	24622
172	1	54	32004	-1
172	1	55	36921	24622
172	1	56	41835	24622
172	1	57	-2	-1
172	1	58	36921	19704
172	1	59	32005	19704
172	1	60	-1	16317553
172	1	61	22175	19704
172	1	62	17260	19704
172	1	63	771818244	-1
172	1	64	17260	19704
