lsid	reff_orn	point_orn	dx	dy
91	1	1	7428	54102
91	1	2	12344	54102
91	1	3	17259	54102
91	1	4	22174	54102
91	1	5	27091	54102
91	1	6	-1	54102
91	1	7	32004	54102
91	1	8	36920	54102
91	1	9	-1	49187
91	1	10	32005	49187
91	1	11	27092	49187
91	1	12	22175	49187
91	1	13	17260	49187
91	1	14	12345	49187
91	1	15	7429	49187
91	1	16	7429	49187
91	1	17	7429	44349
91	1	18	12344	44349
91	1	19	17259	44349
91	1	20	-1	44349
91	1	21	27091	44349
91	1	22	32004	44349
91	1	23	36920	44349
91	1	24	41835	44349
91	1	25	41835	39437
91	1	26	36921	39437
91	1	27	32005	39437
91	1	28	27092	39437
91	1	29	25607	39437
91	1	30	20694	39437
91	1	31	15778	39437
91	1	32	10864	39437
91	1	33	10864	34519
91	1	34	10864	34519
91	1	35	15777	34519
91	1	36	20693	34519
91	1	37	25606	34519
91	1	38	30523	34519
91	1	39	35439	34519
91	1	40	40353	34519
91	1	41	40353	34519
91	1	42	35440	34519
91	1	43	30524	34519
91	1	44	25607	34519
91	1	45	20694	34519
91	1	46	20694	-1
91	1	47	15778	34519
91	1	48	10864	34519
91	1	49	10864	29684
91	1	50	15777	29684
91	1	51	20693	29684
91	1	52	25606	29684
91	1	53	30523	29684
91	1	54	-1	29684
91	1	55	35439	35439
91	1	56	40353	29684
91	1	57	40353	24771
91	1	58	40353	24771
91	1	59	35440	24771
91	1	60	30524	24771
91	1	61	25607	24771
91	1	62	20694	-1
91	1	63	15778	24771
91	1	64	10864	24771
